Budget,WorldGross,RottenTomatoes,AudienceScore,Profitability,Movie
3.7425396027219926,3.1267717286082135,0.34531603849920645,-0.44856328910728416,-0.056963018510098225,Spider-Man 3
1.9223100226928933,2.7265373447051457,-0.3638091077469729,-0.2673695662593986,0.19725755156653335,Shrek the Third
1.7365723104450261,2.3378862864595913,0.19602653402632658,1.6653634774513804,0.15400457434025278,Transformers
4.522637994163035,3.4427004039663642,-0.251841979392313,0.7593948632119527,-0.09683298912386924,Pirates of the Caribbean: At World's End
1.7365723104450261,3.3402358728681247,0.9797964325089458,1.2425781241396474,0.4072349961400524,Harry Potter and the Order of the Phoenix
1.7365723104450261,1.7963440388022567,0.6438950474449662,0.4574053251321435,0.01718258495334259,I Am Legend
0.993621461453557,1.1756780967099447,1.5396320742822454,1.786159292683304,0.03754663451352193,The Bourne Ultimatum
1.3650968859492916,1.2389944707927498,-0.7743552450473925,0.6385990479800291,-0.04620340723518986,National Treasure: Book of Secrets
0.25067061246208794,0.8208625423587094,-0.9609671256384923,0.6989969555959908,0.22504771320295325,Alvin and the Chipmunks
0.1578017563381543,1.2333769933122258,0.30799366238098647,1.7257613850673423,0.5310860431004625,300
1.7365723104450261,1.963431334095051,1.688921578755125,1.3633739393715711,0.059395906488949414,Ratatouille
0.3435394685860216,1.5425559864263363,1.4276649459275854,1.0009864936758002,0.5329343198838824,The Simpsons Movie
0.6221460369578224,0.35178139956642834,-1.408835639057132,0.6385990479800291,-0.1617537111414913,Wild Hogs
-0.43655892285502096,0.20137235136697246,1.4649873220458054,1.3029760317556094,0.46873970660260383,Knocked Up
-0.9101900890870825,0.2550649849598876,1.5769544504004653,1.6653634774513804,4.465011156839362,Juno
1.5508345981971587,0.3709417878720914,-1.184901382347812,0.3970074175161817,-0.32265280612670116,Rush Hour 3
0.993621461453557,0.9174918642911334,1.0171188086271659,1.4841697546034949,-0.05141818815983867,Live Free or Die Hard
1.3650968859492916,0.5060660717640753,-0.6250657405745126,-0.3881653814913223,-0.25987740537554854,Fantastic Four: Rise of the Silver Surfer
0.8078837492056897,0.40769489634931805,1.0171188086271659,1.5445676622194566,-0.18706850208583103,American Gangster
0.5292771808338889,0.730068429592101,1.5396320742822454,1.1217823089077237,0.03424614025741506,Enchanted
1.7365723104450261,0.4997083065535596,0.00941465343522676,-0.2673695662593986,-0.3103914699652642,Bee Movie
-0.6780179487772484,-0.012919173297046819,1.3530201936911455,1.5445676622194566,0.7748605488565159,Superbad
0.5292771808338889,0.05762589273744027,-1.446158015175352,0.6989969555959908,-0.26553775302477184,I Now Pronounce You Chuck and Larry
0.3435394685860216,0.1293902562095606,1.5023096981640254,1.3633739393715711,-0.18112761242483863,Hairspray
0.08350667143900739,-0.11812712362996095,0.6438950474449662,0.27621160228425795,-0.23259882034882526,Blades of Glory
0.5292771808338889,0.6030002180559075,0.6812174235631862,0.7593948632119527,-0.022390341177378797,Ocean's 13
0.993621461453557,0.24343811296531478,-0.8863223734020523,-0.3277674738753605,-0.283640964019518,Ghost Rider
2.2009165910646944,0.0025397763586586203,-1.0729342539931521,-0.3277674738753605,-0.46325386143685376,Evan Almighty
0.8078837492056897,-0.015270675498196357,0.5319279190903062,0.8197927708279146,-0.34735700563366106,Meet the Robinsons
0.06493290021422067,-0.058904105230638444,-1.5954475196482316,-0.3277674738753605,-0.18861973438620128,Norbit
-0.21367366815758024,0.011031312085032146,-0.4011314838651928,1.1821802165236857,0.016340958918035355,The Bucket List
-0.640870406327675,-0.1086775684883044,-0.9236447495202723,0.8197927708279146,0.4824697627080083,The Game Plan
1.7365723104450261,0.10256571258163204,0.718539799681406,-0.5693591043392079,-0.41072649535091293,Beowulf
-0.6780179487772484,-0.23983913570798043,0.5692502952085262,0.8197927708279146,0.3448556546996324,Disturbia
-0.5851490926533148,-0.00525501797478159,1.6142768265186853,1.3633739393715711,0.5061013015817336,No Country for Old Men
2.293785447188628,0.8682845034152259,-0.3638091077469729,-0.3881653814913223,-0.2855222457454989,The Golden Compass
0.3435394685860216,-0.2344393899127481,1.1290859369818256,0.6989969555959908,-0.36494864001871075,Charlie Wilson's War
-0.8637556610251157,-0.14582259399905595,-1.259546134584252,0.5178032327481054,1.6728590260580727,Saw IV
-0.7894605761259688,-0.4238224097794052,-0.9236447495202723,1.3029760317556094,0.26328393915995124,Stomp the Yard
0.5292771808338889,-0.10362619338953866,0.9797964325089458,0.15541578705233428,-0.33743902039405993,Surf's Up
-0.6780179487772484,-0.403181446013759,-0.9609671256384923,0.15541578705233428,0.035401313247052445,Halloween
